"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YOR265W",129,156,178,191,222,213,287,283
"YOR266W",259,228,176,139,100,148,144,119
"YOR267C",1839,1526,1465,686,428,334,423,460
"YOR269W",25,38,85,106,97,122,147,128
"YOR270C",3257,3129,3746,3498,2981,3026,3513,4260
"YOR271C",39,47,171,321,368,533,780,541
"snR8",2,3,5,4,1,0,3,1
"YOR272W",16,22,222,629,722,1066,1366,593
"YOR273C",1141,936,915,137,57,68,199,726
"YOR274W",129,128,344,298,216,273,272,202
"YOR275C",1066,1020,1073,634,421,337,442,446
"YOR276W",244,274,444,731,819,1004,1448,1315
"YOR277C",1,1,3,3,3,1,2,1
"snR31",18,30,23,26,16,15,16,14
"snR5",7,19,18,24,10,13,20,6
"YOR278W",275,295,211,140,129,153,216,167
"YOR279C",224,204,182,196,168,146,123,164
"YOR280C",232,279,214,223,177,198,246,205
"YOR281C",349,395,591,589,555,588,732,617
"YOR283W",163,197,472,686,642,724,729,499
"YOR284W",63,49,36,99,139,139,154,130
"YOR285W",4315,4342,3400,2084,1210,835,558,537
"YOR286W",479,491,330,260,275,268,286,314
"YOR287C",2,5,193,365,355,431,372,210
"YOR288C",476,437,298,192,174,205,288,291
"YOR289W",1213,1250,893,484,244,125,81,129
"YOR290C",2159,2096,1726,1488,1242,1321,1489,1468
"YOR291W",739,627,605,782,514,462,581,728
"YOR292C",211,185,186,150,81,75,93,111
"YOR293W",203,206,491,1697,2231,3444,6788,9282
"YOR294W",3,16,228,500,529,756,765,337
"YOR295W",44,45,66,121,115,121,120,89
"YOR296W",359,333,374,338,313,279,368,306
"YOR297C",85,87,75,101,77,78,111,113
"YOR298W",15,9,23,31,23,26,47,47
"YOR298C-A",3706,3378,1255,556,737,730,1146,1771
"YOR299W",298,299,504,523,394,404,453,413
"YOR300W",1,2,0,1,0,4,3,2
"YOR301W",83,76,83,116,141,172,247,215
"YOR302W",4,2,23,109,123,100,87,48
"YOR303W",158,169,533,1431,1466,1458,1437,747
"YOR304W",984,897,1114,1259,996,1034,1211,1034
"YOR304C-A",64,50,70,97,63,79,84,74
"YOR305W",121,138,298,432,296,331,316,286
"YOR306C",56,51,269,305,230,297,320,226
"YOR307C",558,537,541,595,455,477,525,519
"YOR308C",258,237,447,473,350,354,374,322
"YOR309C",2,5,105,200,232,367,501,320
"YOR310C",12,34,759,1565,1723,2545,3406,2144
"YOR311C",224,250,354,407,382,398,499,413
"YOR312C",302,340,692,1837,2690,4264,7978,10437
"YOR313C",10,7,5,22,15,16,52,97
"YOR315W",12,16,73,300,336,490,819,1023
"YOR316C",392,378,491,519,277,263,383,632
"YOR316C-A",5,4,5,7,4,3,5,6
"YOR317W",6330,5988,6469,3922,1857,1371,1505,2228
"YOR318C",18,13,17,20,17,13,19,25
"YOR319W",135,168,265,296,219,178,161,135
"YOR320C",439,372,457,624,701,790,898,894
"YOR321W",293,258,244,205,228,299,436,445
"YOR322C",853,747,889,707,528,511,599,519
"YOR323C",294,330,470,675,650,846,1496,1353
"YOR324C",581,442,364,335,235,235,261,260
"YOR326W",813,724,803,1644,2125,2738,4044,4079
"YOR327C",1134,1255,1270,1020,718,647,543,604
"YOR328W",1757,1639,1139,360,157,171,212,277
"YOR329C",1548,1435,1199,689,508,518,495,507
"YOR330C",1001,822,844,593,512,707,809,732
"YOR331C",5,5,7,7,4,8,15,5
"YOR332W",2490,2467,2625,2311,1969,2307,2847,3201
"YOR334W",108,101,207,129,133,151,179,137
"YOR335C",485,441,1292,2130,2645,3446,5021,4278
"YOR336W",667,603,785,877,686,797,725,666
"YOR337W",45,24,228,342,373,483,499,279
"YOR338W",53,239,690,90,111,83,26,12
"YOR339C",3,0,1,1,0,3,12,13
"YOR340C",2,16,232,543,673,1034,1304,752
"YOR341W",38,42,759,2838,2836,4208,5504,2812
"YOR342C",187,130,386,352,278,447,607,449
"YOR343C",30,16,22,4,0,2,7,10
"YOR343W-B",948,1043,1087,1155,1282,1415,1405,1186
"YOR344C",146,266,1822,2099,1397,1224,816,510
"YOR346W",130,139,284,651,600,775,1059,932
"YOR347C",1329,1320,931,370,139,86,98,123
"YOR348C",244,203,520,70,11,5,6,18
"YOR349W",148,160,257,177,119,116,147,136
"YOR350C",434,481,456,355,284,282,215,205
"YOR351C",18,18,11,8,1,3,0,2
"YOR352W",897,919,444,224,165,178,196,209
"YOR353C",759,656,616,455,378,353,446,414
"YOR354C",1250,1114,697,696,638,561,625,620
"YOR355W",334,323,781,1419,1174,1340,1577,1561
"YOR356W",1783,1507,1195,777,609,634,656,556
"YOR357C",345,356,273,279,266,194,248,250
"YOR358W",293,284,276,174,104,73,71,79
"YOR359W",32,33,284,259,323,457,404,286
"YOR360C",319,460,1535,562,553,550,465,366
"YOR361C",569,507,1257,2372,2596,3552,5213,3341
"YOR362C",1727,1786,1552,1401,1140,996,946,850
"YOR363C",964,861,863,490,290,300,288,303
"YOR364W",12,6,13,4,6,3,9,10
"YOR365C",5,1,4,3,5,2,2,0
"YOR366W",36,46,41,23,5,13,25,27
"YOR367W",319,294,273,329,341,284,295,288
"YOR368W",129,124,110,123,160,162,158,133
"YOR369C",234,279,820,2554,3629,5482,10467,14274
"YOR370C",870,831,1313,1465,988,1130,1434,1250
"YOR371C",494,424,454,466,312,335,385,348
"YOR372C",581,460,277,264,324,365,477,508
"YOR373W",140,137,160,214,303,352,367,399
"YOR374W",33728,31512,19766,6488,1988,864,411,532
"YOR375C",469,548,3807,3780,3065,3517,4511,4626
"YOR376W-A",124,145,101,29,22,5,7,21
"YOR377W",822,695,496,230,172,189,316,363
"YOR378W",3,3,2,3,6,5,13,5
"YOR379C",3,11,10,7,5,4,3,4
"YOR380W",190,146,186,184,127,94,99,106
"YOR381W",396,313,325,198,102,124,133,234
"YOR381W-A",7,4,3,4,1,5,7,7
"YOR382W",2282,2172,2154,1594,851,743,594,1026
"YOR383C",863,819,658,452,277,275,276,445
"YOR384W",132,97,79,91,32,7,18,91
"YOR385W",140,149,312,129,93,88,95,96
"YOR386W",1529,1472,985,389,171,85,81,157
"YOR388C",5,10,4,2,0,1,1,3
"YOR389W",139,127,132,96,72,57,65,76
"YOR390W",17,13,67,82,77,105,131,92
"YOR391C",21,19,25,8,4,2,2,3
"YOR393W",42,41,22,12,6,6,3,3
"YOR394W",2,2,3,2,2,0,0,1
"YOR394C-A",0,4,2,2,3,2,2,2
"YOR396W",598,505,424,568,730,779,810,682
"YGL263W",4,7,11,15,16,15,22,19
"YGL262W",5,2,5,0,0,1,2,3
"YGL259W",79,85,54,33,11,4,6,12
"YGL258W-A",45,39,22,13,6,2,2,6
"YGL258W",3,1,4,1,4,5,7,11
"YGL257C",287,282,397,488,421,499,559,557
"YGL256W",255,203,409,404,328,344,439,428
"YGL255W",820,913,8887,10920,4648,4558,6831,10615
"YGL254W",108,101,85,48,71,86,77,54
"YGL253W",821,785,938,1093,1608,2354,4756,6304
"YGL252C",1218,1178,907,720,691,693,778,691
"YGL251C",380,321,366,259,141,148,161,149
"YGL250W",412,421,179,64,46,25,27,47
"YGL249W",56,62,49,45,13,13,7,18
"RME3",62,58,107,118,78,68,47,57
"YGL248W",977,944,1265,1075,546,392,304,338
"YGL247W",113,106,105,132,112,103,136,106
"YGL246C",205,220,448,567,464,471,418,339
"YGL245W",2116,2060,2358,2722,2514,3322,4861,6259
"YGL244W",1220,1034,1256,1576,1432,1495,1655,1268
"YGL243W",152,174,202,234,217,239,341,269
"YGL242C",154,181,283,374,357,393,407,381
"YGL241W",389,367,369,445,448,472,594,545
"YGL240W",60,59,83,45,30,33,34,42
"YGL238W",792,790,1076,1328,1230,1579,2016,1690
"YGL237C",426,397,206,107,73,74,68,86
"YGL236C",105,60,105,200,178,198,141,82
"YGL234W",730,741,2986,10213,11701,12673,7921,1822
"YGL233W",1219,1126,1035,662,584,598,709,673
"YGL232W",466,479,509,465,388,470,662,702
"YGL231C",532,589,583,726,704,740,716,631
"YGL230C",7,6,4,7,4,7,12,8
"YGL229C",524,381,167,143,102,80,139,246
"YGL228W",1803,1778,1618,1205,929,882,1065,1116
"YGL227W",2636,2418,1512,473,318,187,228,386
"YGL226C-A",98,102,82,158,182,205,327,362
"YGL226W",146,140,102,80,82,66,71,53
"tV(AAC)G3",1,0,2,1,4,5,8,12
"YGL225W",108,169,591,1020,1157,1534,2006,1945
"YGL224C",165,193,327,543,527,644,863,411
"YGL223C",573,494,439,372,315,351,421,346
"YGL222C",727,624,384,226,163,140,235,195
"YGL221C",535,512,535,548,506,562,764,616
"YGL220W",187,193,195,210,233,220,305,242
"YGL219C",1254,1146,710,489,370,272,323,320
"YGL216W",294,245,281,317,308,399,448,398
"YGL215W",2303,2349,2633,2353,1972,2150,2051,1747
"YGL214W",1,0,0,1,3,4,1,1
"YGL213C",341,266,337,433,393,409,498,395
"YGL212W",189,200,168,188,134,143,124,137
"YGL211W",254,215,275,423,379,449,494,343
"YGL210W",192,183,180,210,271,303,400,285
"YGL209W",10,7,8,11,27,23,18,16
"YGL208W",877,871,462,215,145,112,82,136
"YGL207W",2178,2007,1994,2216,2434,2656,3268,2487
"YGL206C",3156,2872,1876,1660,1211,1217,1519,2014
"YGL205W",1751,1255,330,55,11,7,7,13
"YGL204C",69,81,76,73,46,50,89,81
"YGL203C",653,644,896,917,842,964,998,863
"YGL202W",637,569,797,1436,1580,2000,2945,2775
"YGL201C",239,228,491,713,649,750,776,605
"YGL200C",645,664,606,689,705,822,1261,1507
"YGL199C",0,6,10,0,1,2,1,3
"YGL198W",580,542,358,203,152,158,146,169
"YGL197W",2055,1694,1395,1140,701,601,815,1016
"YGL196W",917,961,826,598,405,358,285,331
"YGL195W",926,829,737,1902,2052,2618,3586,3239
"YGL194C-A",45,38,53,53,33,42,45,60
"YGL194C",264,239,233,313,265,230,276,246
"RME2",685,622,541,314,238,211,231,278
"YGL191W",1894,1964,1684,1108,685,504,502,531
"YGL190C",2063,1647,1235,872,539,553,630,686
"YGL189C",631,639,830,1727,2172,3277,6313,8261
"YGL188C-A",1,2,21,38,31,34,38,20
"YGL188C",565,528,465,332,164,81,76,171
"YGL187C",1884,1863,1577,1195,583,315,230,626
"YGL186C",535,466,931,1753,1477,1121,576,451
"YGL185C",276,303,339,291,161,133,161,146
"YGL184C",66,58,2007,10680,3214,346,25,15
"YGL183C",8,12,12,22,15,10,8,10
"YGL181W",1134,1115,813,547,384,283,329,372
"YGL180W",514,299,224,229,143,74,81,91
"YGL179C",55,48,130,184,131,82,104,122
"YGL178W",391,281,768,615,444,545,402,370
"YGL177W",13,21,20,18,10,8,10,5
"YGL176C",154,153,257,294,263,269,260,255
"YGL175C",44,42,64,109,73,90,72,94
"YGL174W",113,93,136,170,147,142,126,103
"YGL173C",4593,4240,3219,2865,2415,2758,3366,3389
"YGL172W",399,397,457,490,421,468,504,429
"YGL171W",5,10,145,535,609,883,1090,494
"YGL170C",2,4,3,5,2,2,2,3
"YGL169W",13,17,125,306,306,386,382,262
"YGL168W",0,1,4,9,18,10,7,5
"YGL167C",1927,1638,1879,1432,1168,1113,1360,1361
"YGL166W",288,312,294,148,116,124,124,108
"YGL165C",10,5,7,10,6,6,9,5
"YGL164C",709,706,581,466,301,305,342,304
"YGL163C",444,360,390,308,355,422,492,416
"YGL162W",125,96,277,87,45,66,87,69
"YGL161C",1103,1128,940,538,408,336,375,519
"YGL160W",668,662,561,407,325,348,382,461
"YGL159W",196,237,251,279,267,247,237,203
"YGL158W",72,96,260,47,22,26,27,14
"YGL157W",139,135,165,232,286,296,296,276
"YGL156W",3125,2905,2060,776,378,222,78,169
"YGL155W",324,316,277,259,231,264,356,339
"YGL154C",287,276,217,160,125,89,86,93
"YGL153W",759,745,528,408,322,282,277,230
"YGL151W",777,795,771,801,698,696,897,862
"YGL150C",1552,1454,1342,1206,1049,1139,1384,1337
"YGL149W",6,6,4,3,4,4,3,1
"YGL148W",79,107,225,563,796,1275,2548,2684
"YGL147C",377,299,395,944,1624,2772,6194,9538
"YGL146C",557,460,170,58,24,20,24,44
"YGL145W",467,424,434,568,554,559,644,510
"YGL144C",54,55,185,192,183,249,210,149
"YGL143C",617,586,301,179,189,165,160,141
"YGL142C",501,428,375,374,324,327,343,373
"YGL141W",667,638,731,605,466,321,317,322
"YGL140C",939,925,1031,1098,838,878,914,807
"YGL139W",479,441,462,527,469,602,745,651
"YGL137W",1836,1692,1693,2056,2009,2328,3166,2991
"YGL136C",409,387,295,210,130,129,135,138
"YGL135W",207,186,597,1900,2791,4269,8542,10746
"YGL134W",367,293,257,184,149,185,185,160
"YGL133W",733,728,872,1205,949,921,950,777
"YGL132W",8,3,8,5,5,2,5,5
"YGL131C",600,680,543,542,383,302,340,288
"YGL130W",456,448,602,564,474,430,488,397
"YGL129C",939,829,558,383,309,290,288,268
"YGL128C",152,175,162,100,83,84,73,63
"YGL127C",83,86,153,223,123,92,106,86
"YGL126W",116,118,135,130,76,79,93,105
"YGL125W",837,685,798,3194,1867,454,271,308
"YGL124C",712,679,410,356,264,223,269,265
"YGL123W",677,663,1375,3724,5077,7479,14810,22118
"YGL123C-A",5,1,4,10,10,12,37,45
"YGL122C",1157,1108,957,545,406,447,454,423
"YGL121C",1196,1278,1258,851,470,312,162,66
"YGL120C",23,22,534,1420,1487,2177,2677,1417
"YGL119W",338,297,390,419,359,343,319,247
"YGL117W",180,215,153,74,71,46,193,165
"YGL116W",205,153,159,416,375,330,445,375
"YGL115W",970,949,736,756,641,637,781,723
"YGL114W",481,416,539,611,416,355,391,334
"YGL113W",245,199,308,309,248,292,286,284
"YGL112C",425,413,504,603,598,763,886,690
"YGL111W",60,71,367,699,620,860,1018,605
"YGL110C",525,565,688,625,545,491,554,476
"YGL108C",229,230,270,257,191,162,184,146
"YGL107C",563,459,434,372,324,313,352,292
"YGL106W",605,613,617,655,622,672,871,835
"YGL105W",1051,961,1527,1877,1882,2467,3579,3546
"YGL104C",752,689,532,235,124,77,88,139
"YGL103W",309,290,859,2305,3338,5001,9472,12881
"YGL102C",0,4,2,4,4,10,23,30
"YGL101W",126,131,160,223,266,279,299,341
"YGL100W",404,410,504,532,528,649,839,699
"YGL099W",47,52,279,645,656,906,1240,658
"snR82",37,44,36,35,19,13,17,11
"YGL098W",334,326,320,250,185,151,170,153
"YGL097W",219,198,429,742,813,1101,1404,1151
"YGL096W",217,169,269,94,55,37,60,83
"YGL095C",980,978,1052,834,590,571,566,577
"YGL094C",511,428,441,620,623,814,1019,924
"YGL093W",541,479,513,379,477,512,684,664
"YGL092W",852,746,910,1118,1044,1337,1578,1290
"YGL091C",497,517,416,442,334,263,235,187
"YGL090W",234,233,367,298,213,176,175,117
"snR10",10,4,8,7,5,7,4,2
"YGL087C",614,638,547,431,319,330,304,232
"YGL086W",641,599,792,786,650,744,779,753
"YGL085W",128,128,179,218,176,167,147,143
"YGL084C",860,800,628,466,361,351,435,584
"YGL083W",271,211,290,375,375,391,380,409
"YGL082W",864,886,695,515,376,356,317,444
"YGL081W",134,97,121,70,50,32,25,36
"YGL080W",905,907,453,236,196,145,171,200
"YGL079W",200,190,247,206,213,191,176,140
"YGL078C",10,19,487,1448,1529,2107,2392,1173
"YGL077C",362,277,1008,4038,3654,3427,2902,2031
"YGL076C",196,153,464,1649,2393,3914,7845,10090
"snR39",2,3,17,21,19,21,38,29
"snR39B",2,2,5,6,2,0,2,1
"YGL075C",100,96,86,71,78,107,153,129
"YGL073W",1273,1200,1130,622,512,503,506,489
"YGL072C",13,8,22,19,11,9,15,21
"YGL071W",688,585,1003,789,505,504,656,713
"YGL070C",79,72,112,185,189,179,205,194
"YGL069C",5,2,0,3,3,1,1,1
"YGL068W",708,620,468,440,349,416,349,337
"YGL067W",224,210,234,339,317,378,488,331
"YGL066W",704,644,532,466,396,329,451,427
"YGL065C",355,332,326,393,402,440,535,416
"YGL064C",113,116,216,224,199,197,231,127
"YGL063W",63,46,36,31,48,51,73,64
"YGL062W",4540,4350,7966,3694,1264,640,354,443
"YGL061C",34,36,74,146,177,234,259,236
"YGL060W",373,331,349,321,303,353,415,336
"YGL059W",939,916,510,231,153,92,144,180
"YGL058W",165,186,353,399,339,302,328,250
"YGL057C",106,119,123,123,86,109,105,90
"YGL056C",988,981,1097,734,396,446,485,443
"YGL055W",388,306,599,5917,4855,3109,1572,3431
"YGL054C",684,697,804,817,579,644,807,827
"YGL053W",1106,1056,742,309,149,103,81,126
"YGL052W",58,38,24,9,2,6,3,7
"YGL051W",34,29,30,42,29,33,25,14
"YGL050W",108,119,175,252,246,235,324,259
"YGL049C",716,637,649,597,573,634,886,809
"YGL048C",2754,2474,2240,1465,1112,1109,1182,1112
"YGL047W",503,466,355,215,132,82,60,91
"YGL045W",417,368,378,289,131,91,88,104
"YGL044C",253,243,344,416,366,345,334,278
"YGL043W",324,289,531,670,576,687,689,545
"YGL041W-A",538,525,333,286,243,233,238,204
"YGL041C",0,3,3,0,3,3,2,2
"YGL040C",651,617,569,483,424,442,452,444
"YGL039W",141,161,309,605,489,388,364,374
"YGL038C",640,500,421,670,475,497,816,1072
"YGL037C",7721,7342,5320,3022,1495,886,352,1040
"YGL036W",1879,1707,1287,957,672,633,684,748
"YGL035C",2246,2024,724,86,197,269,330,374
"YGL033W",6,10,5,6,5,3,2,6
"YGL032C",67,50,73,84,127,147,206,200
"YGL031C",144,159,386,1459,2296,3645,7267,9837
"YGL030W",239,213,479,1097,1555,2270,4653,6672
"YGL029W",5,10,164,432,437,543,682,279
"YGL028C",1162,747,1094,1451,663,658,1056,1168
"YGL027C",672,617,703,833,914,1015,1467,1478
"YGL026C",638,631,1001,1527,1548,1896,2775,2331
"YGL025C",264,213,194,169,151,155,181,169
"YGL023C",561,535,584,570,542,625,706,600
"YGL022W",1290,1137,1238,1414,1244,1640,2278,2389
"YGL021W",382,343,287,737,1011,1213,1307,1033
"YGL020C",300,303,334,456,383,370,510,474
"YGL019W",894,892,794,588,494,529,589,466
"YGL018C",250,252,246,168,107,121,106,82
"YGL017W",371,355,362,225,194,210,230,188
"YGL016W",135,102,219,346,470,644,1119,818
"YGL015C",0,1,1,4,6,3,3,6
"YGL014W",803,698,843,917,799,1047,1104,1025
"YGL013C",631,618,780,813,684,731,668,670
"YGL012W",307,302,392,746,1299,1612,2274,2260
"YGL011C",1582,1436,1372,1161,855,880,1010,801
"YGL010W",265,155,127,150,74,54,51,87
"YGL009C",540,555,688,886,1897,3229,3929,1357
"YGL008C",1203,1003,6776,22679,22433,28045,34522,36683
"YGL007C-A",11,11,19,7,7,4,9,15
"YGL007W",2,0,2,3,0,3,3,1
"YGL006W",3519,3268,2801,1123,391,266,340,644
"YGL005C",892,896,693,528,407,308,326,301
"YGL004C",540,518,486,342,220,225,205,198
"YGL003C",476,341,299,256,178,171,224,212
"YGL002W",599,624,471,214,142,166,201,213
"YGL001C",227,218,260,380,441,479,595,605
"YGR001C",175,167,279,365,466,575,777,663
"YGR002C",535,555,437,347,251,253,286,232
"YGR003W",125,148,267,418,383,414,466,319
"YGR004W",102,117,125,202,166,206,221,225
"YGR005C",966,935,833,780,721,711,736,666
"YGR006W",145,139,144,107,81,62,102,76
"YGR007W",457,465,451,438,404,468,554,487
"YGR008C",14566,12944,5138,802,240,105,68,352
"YGR009C",1528,1483,1463,792,684,648,700,709
"YGR010W",506,469,385,180,168,167,201,215
"YGR011W",53,46,46,26,21,19,16,20
"YGR012W",257,230,215,278,291,296,344,265
"YGR013W",527,488,589,476,369,359,393,311
"YGR014W",261,210,336,1397,1481,1283,1514,1582
"YGR015C",123,122,139,160,93,115,119,121
"YGR016W",78,64,66,57,47,33,43,44
"YGR017W",527,561,558,437,441,497,613,681
"YGR018C",6,5,6,3,1,2,2,8
"YGR019W",2398,2112,1539,950,663,521,328,414
"YGR020C",429,446,534,640,639,728,1156,1346
"YGR021W",407,349,218,139,99,85,80,99
"YGR023W",1011,732,587,229,96,91,124,114
"YGR024C",360,437,412,456,388,396,481,419
"YGR025W",11,11,14,14,13,8,8,11
"YGR026W",1255,1224,1195,1050,886,855,967,1293
"YGR027C",298,302,569,1197,1599,2361,4738,6770
"YGR027W-B",4842,4676,4410,4238,4210,4765,5380,4982
"YGR028W",1055,1120,687,387,289,247,246,258
"YGR029W",300,275,230,204,194,217,303,298
"snR46",8,9,9,4,6,3,7,15
"YGR030C",112,115,108,90,112,157,139,82
"YGR031W",646,637,431,127,123,135,166,165
"YGR032W",3200,2782,3765,3114,1157,691,812,1533
"YGR033C",754,727,553,372,343,369,437,474
"YGR034W",96,99,373,1248,1738,2683,5161,7310
"YGR035C",23,16,62,44,34,36,69,44
"YGR036C",151,159,222,199,149,133,131,142
"YGR037C",827,783,787,846,852,818,1021,1065
"YGR038W",319,228,178,230,248,262,303,292
"YGR038C-B",1805,1756,1808,1811,1724,2093,2321,2001
"YGR039W",5,1,4,12,10,11,18,20
"YGR040W",81,56,148,339,254,242,290,255
"YGR041W",262,253,303,406,307,372,529,591
"YGR042W",340,341,357,326,223,213,264,250
"YGR043C",8721,8372,6814,4247,2242,1403,454,49
"YGR044C",1072,1042,962,567,305,241,354,409
"YGR045C",5,4,5,3,1,2,2,3
"YGR046W",845,692,641,406,277,206,281,294
"YGR047C",272,208,349,564,460,499,526,511
"YGR048W",414,428,447,433,330,246,218,237
"YGR049W",73,63,84,141,187,217,247,201
"YGR050C",35,33,61,57,30,17,30,34
"YGR052W",343,376,1732,173,36,40,71,96
"YGR053C",391,431,120,42,34,21,25,29
"YGR054W",443,430,1198,1653,1325,1442,1546,1081
"YGR055W",773,671,7658,16025,4802,750,564,671
"YGR056W",487,490,699,597,453,438,492,399
"YGR057C",168,203,369,345,233,236,185,166
"YGR058W",156,145,197,155,134,157,155,128
"YGR059W",24,34,24,7,8,7,16,13
"snR48",1,4,3,3,7,1,3,4
"YGR060W",104,146,260,644,1167,2075,4225,3878
"YGR061C",1397,1324,3717,15938,15473,14763,6735,1878
"YGR062C",336,308,105,99,70,59,82,98
"YGR063C",87,93,117,165,158,161,181,146
"YGR064W",5,4,12,19,11,7,13,3
"YGR065C",153,90,993,3565,940,343,342,334
"YGR066C",136,103,69,24,6,9,9,12
"YGR067C",3411,2533,476,40,16,14,15,12
"YGR068C",80,92,176,160,138,182,195,155
"YGR068W-A",9,9,1,0,0,0,0,0
"YGR069W",25,19,4,0,0,0,1,2
"YGR070W",2139,1725,1276,440,175,149,187,360
"YGR071C",381,336,549,479,375,384,498,474
"YGR072W",466,463,746,571,463,496,522,436
"YGR073C",21,25,22,26,23,22,21,14
"YGR074W",109,97,125,168,182,149,184,149
"YGR075C",81,92,110,79,72,55,55,49
"YGR076C",592,487,224,154,162,131,121,119
"YGR077C",684,649,633,350,269,282,267,300
"YGR078C",76,69,170,225,233,303,358,265
"YGR079W",4,46,196,96,232,391,311,172
"YGR080W",630,607,656,521,360,292,302,336
"YGR081C",20,27,244,253,234,377,357,241
"YGR082W",371,268,290,307,304,410,432,339
"YGR083C",291,312,722,1131,1172,1402,1962,1308
"YGR084C",469,362,309,349,310,270,271,299
"YGR085C",132,138,521,1769,2443,3814,6477,6792
"YGR086C",12514,11132,8628,4214,2461,2270,3111,3888
"YGR087C",37,42,58,164,130,100,54,13
"YGR088W",1249,1128,896,380,136,86,56,78
"YGR089W",593,509,726,791,619,682,719,761
"YGR090W",163,127,463,1843,1569,2115,2279,1734
"YGR091W",193,200,228,234,198,221,241,182
"YGR092W",526,421,343,548,505,504,519,437
"YGR093W",218,252,332,532,426,458,569,403
"YGR094W",1112,961,1680,3259,3527,4668,7230,7652
"YGR095C",87,108,279,375,306,365,335,246
"YGR096W",26,31,50,90,61,44,59,37
"YGR097W",556,534,1159,1646,1095,888,853,552
"YGR098C",308,282,237,451,597,757,850,818
"YGR099W",271,238,213,213,312,348,416,369
"YGR100W",1432,1196,1305,1010,727,557,580,618
"YGR101W",428,330,182,186,114,116,114,117
"YGR102C",324,311,359,258,189,201,234,205
"YGR103W",99,85,709,2100,2607,3964,5571,2868
"YGR104C",242,230,279,224,176,211,216,173
"YGR105W",164,124,181,251,220,212,307,337
"YGR106C",1065,991,1157,1260,1198,1255,1626,1888
"YGR107W",2,3,5,2,1,0,3,7
"YGR108W",251,222,722,1045,790,899,1089,1402
"YGR109C",6,3,5,32,109,204,232,159
"YGR109W-B",416,402,612,353,201,177,176,241
"YGR110W",510,433,256,115,56,42,40,43
"YGR111W",1695,1595,1375,848,527,524,546,680
"YGR112W",733,573,366,172,105,91,97,133
"YGR113W",343,339,293,245,231,267,330,341
"YGR115C",7,5,1,1,3,0,2,2
"YGR116W",2802,2764,2328,2444,2187,2501,3059,2998
"YGR117C",487,480,448,386,387,374,478,450
"YGR118W",433,431,819,1989,2577,3704,6639,7622
"YGR119C",758,694,876,976,859,941,1039,1047
"YGR120C",188,185,203,219,190,197,218,193
"YGR121C",275,320,1643,582,161,137,142,150
"YGR121W-A",4,4,8,2,4,2,6,4
"YGR122W",537,536,687,203,113,112,160,190
"YGR122C-A",29,27,32,17,9,13,21,15
"YGR123C",9,7,172,376,417,695,877,563
"YGR124W",420,415,903,1433,1469,2036,3856,4230
"YGR125W",945,794,1024,1462,1009,760,802,752
"YGR126W",38,35,104,67,46,40,49,39
"YGR127W",1363,1110,733,305,164,117,107,151
"YGR128C",15,18,442,1233,1102,1496,1628,867
"YGR129W",56,51,152,268,182,139,133,80
"YGR130C",8810,7869,5119,1635,897,572,595,1055
"YGR131W",29,38,28,40,24,20,34,56
"YGR132C",2193,2268,1593,1022,825,725,703,753
"YGR133W",67,65,83,79,74,83,81,66
"YGR134W",311,283,362,414,312,346,393,405
"YGR135W",1512,1481,1372,1414,1201,1260,1324,1146
"YGR136W",419,387,512,369,254,195,217,223
"YGR137W",54,54,73,69,42,23,29,44
"YGR138C",112,120,2154,1037,422,359,328,472
"YGR139W",2,2,2,0,2,3,1,1
"YGR140W",84,72,314,218,344,513,618,486
"YGR141W",842,780,640,382,274,256,258,254
"YGR142W",538,648,478,78,125,135,228,280
"YGR143W",1312,1003,1053,683,382,418,545,569
"YGR144W",25,26,26,12,5,6,19,14
"YGR145W",7,6,276,881,1047,1520,2082,849
"YGR146C",417,203,330,146,125,160,257,179
"YGR146C-A",0,0,2,1,3,2,3,3
"YGR147C",460,435,398,310,273,255,315,302
"YGR148C",293,309,616,1464,2043,3076,6271,9079
"YGR149W",922,872,721,893,505,273,254,320
"YGR150C",530,530,604,637,534,483,468,435
"YGR151C",1,0,0,6,4,2,2,2
"YGR152C",32,25,62,221,222,233,235,177
"YGR153W",47,68,58,76,62,67,89,52
"YGR154C",287,284,340,396,257,108,68,66
"YGR155W",1384,1431,4245,11355,10659,7402,4387,3744
"YGR156W",163,140,162,162,210,251,309,273
"YGR157W",3107,2931,3163,7105,6369,5252,5151,5272
"YGR158C",24,15,130,278,323,353,382,264
"YGR159C",12,130,1420,1866,2044,3406,3830,1550
"YGR160W",0,0,3,8,6,7,8,4
"YGR161C",804,772,992,176,46,49,80,95
"YGR161W-C",284,280,153,77,21,27,23,32
"YGR161W-B",1162,1142,1261,1361,1534,1708,1560,1310
"YGR161C-D",2004,1821,1989,2130,2026,2637,2965,2451
"YGR162W",316,331,1176,2887,2788,3921,5144,3586
"YGR163W",489,442,416,344,296,311,341,313
"YGR164W",4,1,1,0,0,0,5,0
"YGR165W",703,686,415,356,303,282,292,274
"YGR166W",115,113,325,356,276,284,316,215
"YGR167W",2676,2575,2384,1857,1344,1263,1392,1428
"YGR168C",282,275,272,285,185,164,203,168
"YGR169C",169,139,183,182,161,165,173,165
"YGR169C-A",333,359,482,419,292,310,390,414
"YGR170W",1060,1016,838,851,692,663,789,813
"YGR171C",496,418,260,204,180,187,208,196
"YGR172C",238,216,280,317,281,324,458,444
