rxnID	coefficient	Metabolite standard name	Metabolite_type	compartment
R07766	1	Protein N6-(octanoyl)lysine	product	mitochondrion
R07766	1	ACP1	product	mitochondrion
R07769	1	Lipoyl-[acp]	reactant	mitochondrion
R07769	1	Apoprotein	reactant	mitochondrion
R07769	1	Protein N6-(lipoyl)lysine	product	mitochondrion
R07769	1	ACP1	product	mitochondrion
R02732	1	ATP	reactant	cytoplasm
R02732	1	beta-D-Fructose 6-phosphate	reactant	cytoplasm
R02732	1	ADP	product	cytoplasm
R02732	1	beta-D-fructose 2,6-bisphosphate	product	cytoplasm
R02732	1	H+	product	cytoplasm
R00867	1	ATP	reactant	cytoplasm
R00867	1	D-fructose	reactant	cytoplasm
R00867	1	ADP	product	cytoplasm
R00867	1	beta-D-Fructose 6-phosphate	product	cytoplasm
R00867	1	H+	product	cytoplasm
R01600	1	ATP	reactant	cytoplasm
R01600	1	beta-D-Glucose	reactant	cytoplasm
R01600	1	ADP	product	cytoplasm
R01600	1	beta-D-Glucose 6-phosphate	product	cytoplasm
R01600	1	H+	product	cytoplasm
R01786	1	ATP	reactant	cytoplasm
R01786	1	alpha-D-Glucose	reactant	cytoplasm
R01786	1	ADP	product	cytoplasm
R01786	1	alpha-D-Glucose 6-phosphate	product	cytoplasm
R01786	1	H+	product	cytoplasm
R01961	1	ATP	reactant	cytoplasm
R01961	1	D-Glucosamine	reactant	cytoplasm
R01961	1	ADP	product	cytoplasm
R01961	1	alpha-D-glucosamine 6-phosphate	product	cytoplasm
R01961	1	H+	product	cytoplasm
R03920	1	ATP	reactant	cytoplasm
R03920	1	beta-D-Fructose	reactant	cytoplasm
R03920	1	ADP	product	cytoplasm
R03920	1	beta-D-Fructose 6-phosphate	product	cytoplasm
R03920	1	H+	product	cytoplasm
R02739	1	alpha-D-Glucose 6-phosphate	reactant	cytoplasm
R02739	1	beta-D-Glucose 6-phosphate	product	cytoplasm
R01752	1	D-glyceraldehyde	reactant	cytoplasm
R01752	1	NAD	reactant	cytoplasm
R01752	1	H2O	reactant	cytoplasm
R01752	1	D-Glycerate	product	cytoplasm
R01752	1	NADH	product	cytoplasm
R01752	2	H+	product	cytoplasm
R01986	1	4-aminobutanal	reactant	cytoplasm
R01986	1	NADP(+)	reactant	cytoplasm
R01986	1	H2O	reactant	cytoplasm
R01986	1	gamma-aminobutyrate	product	cytoplasm
R01986	1	NADPH	product	cytoplasm
R01986	2	H+	product	cytoplasm
R02549	1	4-aminobutanal	reactant	cytoplasm
R02549	1	NAD	reactant	cytoplasm
R02549	1	H2O	reactant	cytoplasm
R02549	1	gamma-aminobutyrate	product	cytoplasm
R02549	1	NADH	product	cytoplasm
R02549	2	H+	product	cytoplasm
R02678	1	indol-3-ylacetaldehyde	reactant	cytoplasm
R02678	1	NAD	reactant	cytoplasm
R02678	1	H2O	reactant	cytoplasm
R02678	1	indole-3-acetate	product	cytoplasm
R02678	1	NADH	product	cytoplasm
R02678	2	H+	product	cytoplasm
R02940	1	2-Propynal	reactant	cytoplasm
R02940	1	NAD	reactant	cytoplasm
R02940	1	H2O	reactant	cytoplasm
R02940	1	Propynoate	product	cytoplasm
R02940	1	NADH	product	cytoplasm
R02940	2	H+	product	cytoplasm
R02957	1	D-Glucuronolactone	reactant	cytoplasm
R02957	1	NAD	reactant	cytoplasm
R02957	2	H2O	reactant	cytoplasm
R02957	1	D-Glucarate	product	cytoplasm
R02957	1	NADH	product	cytoplasm
R02957	3	H+	product	cytoplasm
R03283	1	4-Trimethylammoniobutanal	reactant	cytoplasm
R03283	1	NAD	reactant	cytoplasm
R03283	1	H2O	reactant	cytoplasm
R03283	1	4-Trimethylammoniobutanoate	product	cytoplasm
R03283	1	NADH	product	cytoplasm
R03283	1	H+	product	cytoplasm
R03869	1	(S)-Methylmalonate semialdehyde	reactant	cytoplasm
R03869	1	NAD	reactant	cytoplasm
R03869	1	H2O	reactant	cytoplasm
R03869	1	Methylmalonate	product	cytoplasm
R03869	1	NADH	product	cytoplasm
R03869	2	H+	product	cytoplasm
R04065	1	Imidazole-4-acetaldehyde	reactant	cytoplasm
R04065	1	NAD	reactant	cytoplasm
R04065	1	H2O	reactant	cytoplasm
R04065	1	Imidazole-4-acetate	product	cytoplasm
R04065	1	NADH	product	cytoplasm
R04065	1	H+	product	cytoplasm
R04506	1	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al	reactant	cytoplasm
R04506	1	NAD	reactant	cytoplasm
R04506	1	H2O	reactant	cytoplasm
R04506	1	3alpha,7alpha-Dihydroxy-5beta-cholestanate	product	cytoplasm
R04506	1	NADH	product	cytoplasm
R04506	2	H+	product	cytoplasm
R04903	1	5-Hydroxyindoleacetaldehyde	reactant	cytoplasm
R04903	1	NAD	reactant	cytoplasm
R04903	1	H2O	reactant	cytoplasm
R04903	1	5-Hydroxyindoleacetate	product	cytoplasm
R04903	1	H+	product	cytoplasm
R04903	1	NADH	product	cytoplasm
R05050	1	N4-Acetylaminobutanal	reactant	cytoplasm
R05050	1	NAD	reactant	cytoplasm
R05050	1	H2O	reactant	cytoplasm
R05050	1	4-Acetamidobutanoate	product	cytoplasm
R05050	1	NADH	product	cytoplasm
R05050	2	H+	product	cytoplasm
R05237	1	trans-3-Chloroallyl aldehyde	reactant	cytoplasm
R05237	1	H2O	reactant	cytoplasm
R05237	1	trans-3-Chloroacrylic acid	product	cytoplasm
R05237	2	H+	product	cytoplasm
R05238	1	cis-3-Chloroallyl aldehyde	reactant	cytoplasm
R05238	1	H2O	reactant	cytoplasm
R05238	1	cis-3-Chloroacrylic acid	product	cytoplasm
R05238	2	H+	product	cytoplasm
R05286	1	Chloroacetaldehyde	reactant	cytoplasm
R05286	1	NAD	reactant	cytoplasm
R05286	1	H2O	reactant	cytoplasm
R05286	1	Chloroacetic acid	product	cytoplasm
R05286	1	NADH	product	cytoplasm
R05286	1	H+	product	cytoplasm
R06366	1	Perillyl aldehyde	reactant	cytoplasm
R06366	1	H2O	reactant	cytoplasm
R06366	1	NAD	reactant	cytoplasm
R06366	1	Perillic acid	product	cytoplasm
R06366	1	NADH	product	cytoplasm
R06366	1	H+	product	cytoplasm
R08146	1	2-trans,6-trans-Farnesal	reactant	cytoplasm
R08146	1	NAD	reactant	cytoplasm
R08146	1	H2O	reactant	cytoplasm
R08146	1	Farnesoic acid	product	cytoplasm
R08146	1	NADH	product	cytoplasm
R08146	1	H+	product	cytoplasm
MNXR125804	1	phospholipid	reactant	endoplasmic reticulum membrane
MNXR125804	1	ATP	reactant	endoplasmic reticulum membrane
MNXR125804	1	H2O	reactant	endoplasmic reticulum membrane
MNXR125804	1	phospholipid	product	Golgi membrane
MNXR125804	1	ADP	product	endoplasmic reticulum membrane
MNXR125804	1	phosphate	product	endoplasmic reticulum membrane
MNXR125804	1	H+	product	endoplasmic reticulum membrane
RXN-15089	1	1-oleoyl-sn-glycerol	reactant	cytoplasm
RXN-15089	1	H2O	reactant	cytoplasm
RXN-15089	1	glycerol	product	cytoplasm
RXN-15089	1	oleate	product	cytoplasm
RXN-15089	1	H+	product	cytoplasm
R06127	1	G00005	reactant	endoplasmic reticulum
R06127	2	GDP-alpha-D-mannose	reactant	endoplasmic reticulum
R06127	1	G10526	product	endoplasmic reticulum
R06127	2	GDP	product	endoplasmic reticulum
R06127	2	H+	product	endoplasmic reticulum
R06128	1	G10526	reactant	endoplasmic reticulum
R06128	2	GDP-alpha-D-mannose	reactant	endoplasmic reticulum
R06128	1	G00006	product	endoplasmic reticulum
R06128	2	GDP	product	endoplasmic reticulum
R06128	2	H+	product	endoplasmic reticulum
R02144	1	S-adenosyl-L-methionine	reactant	cytoplasm
R02144	1	carnosine	reactant	cytoplasm
R02144	1	S-adenosyl-L-homocysteine	product	cytoplasm
R02144	1	anserine	product	cytoplasm
R02144	1	H+	product	cytoplasm
R06259	1	dolichyl D-mannosyl phosphate	reactant	endoplasmic reticulum
R06259	1	G10595	reactant	endoplasmic reticulum
R06259	1	dolichyl phosphate	product	endoplasmic reticulum
R06259	1	H+	product	endoplasmic reticulum
R06259	1	G10596	product	endoplasmic reticulum
R06261	1	dolichyl D-mannosyl phosphate	reactant	endoplasmic reticulum
R06261	1	G10597	reactant	endoplasmic reticulum
R06261	1	dolichyl phosphate	product	endoplasmic reticulum
R06261	1	G00007	product	endoplasmic reticulum
R00717	1	glycolate	reactant	cytoplasm
R00717	1	NAD	reactant	cytoplasm
R00717	1	glyoxylate	product	cytoplasm
R00717	1	NADH	product	cytoplasm
R00717	1	H+	product	cytoplasm
R06260	1	dolichyl D-mannosyl phosphate	reactant	endoplasmic reticulum
R06260	1	G10596	reactant	endoplasmic reticulum
R06260	1	dolichyl phosphate	product	endoplasmic reticulum
R06260	1	G10597	product	endoplasmic reticulum
R00801	1	sucrose	reactant	cytoplasm
R00801	1	H2O	reactant	cytoplasm
R00801	1	D-fructose	product	cytoplasm
R00801	1	D-glucose	product	cytoplasm
R01718	1	Isomaltose	reactant	cytoplasm
R01718	1	H2O	reactant	cytoplasm
R01718	1	alpha-D-Glucose	product	cytoplasm
R01718	1	D-glucose	product	cytoplasm
R01791	1	Dextrin	reactant	cytoplasm
R01791	2	H2O	reactant	cytoplasm
R01791	2	D-glucose	product	cytoplasm
R06262	1	Dolichyl beta-D-glucosyl phosphate	reactant	endoplasmic reticulum
R06262	1	G00007	reactant	endoplasmic reticulum
R06262	1	dolichyl phosphate	product	endoplasmic reticulum
R06262	1	G10598	product	endoplasmic reticulum
R06262	1	H+	product	endoplasmic reticulum
R06263	1	Dolichyl beta-D-glucosyl phosphate	reactant	endoplasmic reticulum
R06263	1	G10598	reactant	endoplasmic reticulum
R06263	1	dolichyl phosphate	product	endoplasmic reticulum
R06263	1	G10599	product	endoplasmic reticulum
R06263	1	H+	product	endoplasmic reticulum
R07129	1	dolichyl D-mannosyl phosphate	reactant	endoplasmic reticulum
R07129	1	G00149	reactant	endoplasmic reticulum
R07129	1	dolichyl phosphate	product	endoplasmic reticulum
R07129	1	H+	product	endoplasmic reticulum
R07129	1	G00140	product	endoplasmic reticulum
R07767	1	Protein N6-(octanoyl)lysine	reactant	mitochondrion
R07767	2	Sulfur donor	reactant	mitochondrion
R07767	2	S-adenosyl-L-methionine	reactant	mitochondrion
R07767	1	Protein N6-(lipoyl)lysine	product	mitochondrion
R07767	2	L-methionine	product	mitochondrion
R07767	2	5'-Deoxyadenosine	product	mitochondrion
R07768	1	octanoyl-ACP	reactant	mitochondrion
R07768	2	Sulfur donor	reactant	mitochondrion
R07768	2	S-adenosyl-L-methionine	reactant	mitochondrion
R07768	1	Lipoyl-[acp]	product	mitochondrion
R07768	2	L-methionine	product	mitochondrion
R07768	2	5'-Deoxyadenosine	product	mitochondrion
RXN-14381	1	S-sulfanyl-[L-cysteine desulfurase]	reactant	mitochondrion
RXN-14381	1	[disordered-form [Fe-S] cluster scaffold protein]	reactant	mitochondrion
RXN-14381	1	S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex	product	mitochondrion
R01931	1	hydrogen cyanide	reactant	mitochondrion
R01931	1	thiosulfate	reactant	mitochondrion
R01931	1	H+	product	mitochondrion
R01931	1	sulphite	product	mitochondrion
R01931	1	thiocyanate	product	mitochondrion
MNXR101505	1	Mg(2+)	reactant	cytoplasm
MNXR101505	1	Mg(2+)	product	mitochondrion
R01005	1	UDP-D-glucose	reactant	endoplasmic reticulum
R01005	1	dolichyl phosphate	reactant	endoplasmic reticulum
R01005	1	UDP	product	endoplasmic reticulum
R01005	1	Dolichyl beta-D-glucosyl phosphate	product	endoplasmic reticulum
MNXR104466	1	sulphate	reactant	cytoplasm
MNXR104466	1	sulphate	product	endoplasmic reticulum
R01708	1	pyridoxine	reactant	cytoplasm
R01708	1	NADP(+)	reactant	cytoplasm
R01708	1	pyridoxal	product	cytoplasm
R01708	1	NADPH	product	cytoplasm
R01708	1	H+	product	cytoplasm
R01206	1	chitin	reactant	cytoplasm
R01206	1	H2O	reactant	cytoplasm
R01206	1	N-Acetyl-D-glucosamine	product	cytoplasm
MNXR96691	1	choline	reactant	cytoplasm
MNXR96691	1	choline	product	extracellular
R03042	1	polyphosphate	reactant	cytoplasm
R03042	1	H2O	reactant	cytoplasm
R03042	2	phosphate	product	cytoplasm
R03042	1	H+	product	cytoplasm
MNXR96952	1	Cu2(+)	reactant	cytoplasm
MNXR96952	1	ATP	reactant	cytoplasm
MNXR96952	1	H2O	reactant	cytoplasm
MNXR96952	1	Cu2(+)	product	Golgi
MNXR96952	1	ADP	product	cytoplasm
MNXR96952	1	phosphate	product	cytoplasm
MNXR96952	1	H+	product	cytoplasm
RXN-14214	1	dATP	reactant	cytoplasm
RXN-14214	1	H2O	reactant	cytoplasm
RXN-14214	1	dADP	product	cytoplasm
RXN-14214	1	phosphate	product	cytoplasm
RXN-14214	1	H+	product	cytoplasm
R03804	1	2-Oxoglutaramate	reactant	cytoplasm
R03804	1	H2O	reactant	cytoplasm
R03804	1	2-oxoglutarate	product	cytoplasm
R03804	1	ammonium	product	cytoplasm
MNXR124629	1	porphyrin	reactant	mitochondrion
MNXR124629	1	porphyrin	product	cytoplasm
MNXR124629	1	ATP	reactant	mitochondrion
MNXR124629	1	H2O	reactant	mitochondrion
MNXR124629	1	ADP	product	mitochondrion
MNXR124629	1	phosphate	product	mitochondrion
MNXR124629	1	H+	product	mitochondrion
R06199	1	Starch	reactant	cytoplasm
R06199	1	H2O	reactant	cytoplasm
R06199	2	alpha-D-Glucose	product	cytoplasm
MNXR99010	1	UDP-N-acetyl-alpha-D-glucosamine	reactant	endoplasmic reticulum
MNXR99010	1	UDP-N-acetyl-alpha-D-glucosamine	product	Golgi
MNXR105277_2	1	Zn(2+)	reactant	mitochondrion
MNXR105277_2	1	Zn(2+)	product	vacuole
R03522_4	1	RX	reactant	mitochondrion
R03522_4	1	glutathione	reactant	mitochondrion
R03522_4	1	HX	product	mitochondrion
R03522_4	1	R-S-glutathione	product	mitochondrion
MNXR96434_2	1	Ca(2+)	reactant	cytoplasm
MNXR96434_2	1	ATP	reactant	Golgi
MNXR96434_2	1	H2O	reactant	Golgi
MNXR96434_2	1	Ca(2+)	product	Golgi
MNXR96434_2	1	ADP	product	Golgi
MNXR96434_2	1	phosphate	product	Golgi
MNXR96434_2	1	H+	product	Golgi
R09541_2	2	iron(3+)	reactant	vacuole
R09541_2	1	NADPH	reactant	cytoplasm
R09541_2	2	iron(2+)	product	cytoplasm
R09541_2	1	H+	product	cytoplasm
R09541_2	1	NADP(+)	product	cytoplasm
